"Metacritic";"VariantCount";"Steam1";"Steam2";"Steam3";"Steam4";"Steam5";"Steam6";"Steam7";"Steam8";"Steam9";"Steam10"
"Talisman: Digital Edition - Character Pack #5: Martyr";"0";;;;;;;;;;
"Talisman: Digital Edition - Character Pack #4: Genie";"0";;;;;;;;;;
"Talisman: Digital Edition - Character Pack #3: Devil's Minion";"0";;;;;;;;;;
"Talisman: Digital Edition - Character Pack #2: Courtesan";"0";;;;;;;;;;
"Talisman: Digital Edition - Character Pack #1: Exorcist";"0";;;;;;;;;;
"Talisman Online";"0";;;;;;;;;;
"Tales of Zestiria: Bonus Chapter - Alisha's Conviction";"0";;;;;;;;;;
"Tales of Terror: Crimson Dawn";"0";;;;;;;;;;
"Tales of Pirates";"0";;;;;;;;;;
"Tales of Monkey Island Chapter 5: Rise of the Pirate God";"1";"Tales of Monkey Island Complete Pack: Chapter 5 - Rise of the Pirate God";;;;;;;;;
"Tales of Monkey Island Chapter 4: The Trial and Execution of Guybrush Threepwood";"1";"Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood";;;;;;;;;
"Tales of Monkey Island Chapter 3: Lair of the Leviathan";"1";"Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan";;;;;;;;;
"Tales of Monkey Island Chapter 2: The Siege of Spinner Cay";"1";"Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay";;;;;;;;;
"Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal";"0";;;;;;;;;;
"Tales of Monkey Island";"1";"Tales of Monkey Island Complete Pack";;;;;;;;;
"Tales of Fin";"0";;;;;;;;;;
"Tales of Escape";"1";"Tales of Berseria™";;;;;;;;;
"Tales of Cosmos";"0";;;;;;;;;;
"Tales of Berseria";"1";"Tales of Berseria™";;;;;;;;;
"Tales of Aravorn: Seasons Of The Wolf - Bad Blood";"0";;;;;;;;;;
"Tales From The Borderlands: Episode 5 - The Vault of the Traveler";"0";;;;;;;;;;
"Tales From The Borderlands: Episode 4 - Escape Plan Bravo";"0";;;;;;;;;;
"Tales From The Borderlands: Episode 3 - Catch A Ride";"0";;;;;;;;;;
"Tales From The Borderlands: Episode 2 - Atlas Mugged";"0";;;;;;;;;;
"Tales From The Borderlands: Episode 1 - Zer0 Sum";"0";;;;;;;;;;
"Tales from the Borderlands: A Telltale Game Series";"0";;;;;;;;;;
"Tale of Wuxia";"1";"侠客风云传(Tale of Wuxia)";;;;;;;;;
"Talazar's Revenge";"0";;;;;;;;;;
"Taken Souls: Blood Ritual";"0";;;;;;;;;;
"Takeda 3";"0";;;;;;;;;;
"Takeda";"0";;;;;;;;;;
"Take On Helicopters: Rearmed";"0";;;;;;;;;;
"Take On Helicopters: Hinds";"0";;;;;;;;;;
"Take No Prisoners";"0";;;;;;;;;;
"Take Arms";"0";;;;;;;;;;
"Taito Legends 2";"0";;;;;;;;;;
"Taito Legends";"0";;;;;;;;;;
"Tai Chi Elements";"0";;;;;;;;;;
"Tagimoto";"0";;;;;;;;;;
"Tag: The Power of Paint";"0";;;;;;;;;;
"Tacticon";"0";;;;;;;;;;
"Tactical Ops: Assault on Terror";"0";;;;;;;;;;
"Tactical Genius";"1";"Tactical Genius Online";;;;;;;;;
"Tabula Rasa";"0";;;;;;;;;;
"Tabloid Tycoon";"0";;;;;;;;;;
"Tabletop Gallery";"0";;;;;;;;;;
"System Recovery";"0";;;;;;;;;;
"System Protocol One";"0";;;;;;;;;;
"System Mania";"0";;;;;;;;;;
"SYREN";"0";;;;;;;;;;
"Syndicate Wars";"0";;;;;;;;;;
"Syndicate (2012)";"1";"Shadowgate (2014)";;;;;;;;;
"Syn-Factor";"0";;;;;;;;;;
"Sylia - Act II";"0";;;;;;;;;;
"Sylia";"0";;;;;;;;;;
"Sydney 2000";"0";;;;;;;;;;
"Swords and Sandals 3: Solo Ultratus";"0";;;;;;;;;;
"Swords & Soldiers: Super Saucy Sausage Fest";"0";;;;;;;;;;
"Swords & Soldiers HD";"1";"Swords and Soldiers HD";;;;;;;;;
"Swordlord";"0";;;;;;;;;;
"Sword of Vermilion";"0";;;;;;;;;;
"Sword of the Stars: Ultimate Collection";"2";"Sword of the Stars: Complete Collection";"Sword of the Stars II: Enhanced Edition";;;;;;;;
"Sword of the Stars: The Pit - Mind Games";"0";;;;;;;;;;
"Sword of the Stars: Ground Pounders";"0";;;;;;;;;;
"Sword of the Stars: Collector's Edition";"7";"Sword of the Stars II: Enhanced Edition";"Sword of the Stars: Complete Collection";"Portal of Evil: Stolen Runes Collector's Edition";"The Last Door - Collector's Edition";"Sea of Lies: Mutiny of the Heart Collector's Edition";"Fierce Tales: The Dog's Heart Collector's Edition";"MOAI 3: Trade Mission Collector's Edition";;;
"Sword of the Stars: Born of Blood";"1";"Sword of the Stars: Complete Collection";;;;;;;;;
"Sword of the Stars: Argos Naval Yard";"0";;;;;;;;;;
"Sword of the Stars II: Lords of Winter (Enhanced Edition)";"1";"Sword of the Stars II: Enhanced Edition";;;;;;;;;
"Sword of the Stars II: Lords of Winter";"1";"Sword of the Stars II: Enhanced Edition";;;;;;;;;
"Sword of the Stars";"2";"Sword of the Samurai";"Lords of the Realm";;;;;;;;
"Sword of the New World: Granado Espada";"0";;;;;;;;;;
"Sword of the New World: Echoes of an Empire";"0";;;;;;;;;;
"SWIV 3D Assault";"0";;;;;;;;;;
"SWIV 3D";"0";;;;;;;;;;
"Switchball";"1";"Switchcars";;;;;;;;;
"Switch 'N' Shoot";"0";;;;;;;;;;
"Switch";"0";;;;;;;;;;
"Swingworm";"0";;;;;;;;;;
"SwingStar VR";"0";;;;;;;;;;
"Swingin Swiggins";"0";;;;;;;;;;
"Swigen-Swigen";"0";;;;;;;;;;
"SWIFT*STITCH";"0";;;;;;;;;;
"Swift";"0";;;;;;;;;;
"Sweetopia";"0";;;;;;;;;;
"Sweet Volley High";"0";;;;;;;;;;
"Sweet Dreams";"1";"Keen Dreams";;;;;;;;;
"Swedish Indie Pack";"0";;;;;;;;;;
"SWAT 4: The Stetchkov Syndicate";"0";;;;;;;;;;
"SWAT 4 Gold Edition";"1";"Venetica - Gold Edition";;;;;;;;;
"SWAT 4";"0";;;;;;;;;;
"SWAT 3: Tactical Game of the Year Edition";"2";"Deus Ex: Game of the Year Edition";"Batman: Arkham Asylum Game of the Year Edition";;;;;;;;
"SWAT 3: Elite Edition";"0";;;;;;;;;;
"SWAT 3: Close Quarters Battle";"0";;;;;;;;;;
"Swashbucklers: Blue vs. Grey";"0";;;;;;;;;;
"Swarm Gold";"0";;;;;;;;;;
"SWAP";"0";;;;;;;;;;
"Swamp Buggy Racing";"0";;;;;;;;;;
"SWAM";"0";;;;;;;;;;
"SVRVIVE";"0";;;;;;;;;;
"Sveerz";"0";;;;;;;;;;
"Suzuki Alstare Extreme Racing";"0";;;;;;;;;;
"SuteF";"0";;;;;;;;;;
"Sushi Quest";"0";;;;;;;;;;
"Survivors of Ragnarok";"0";;;;;;;;;;
"Survivor: Ultimate Edition";"0";;;;;;;;;;
"Survivor: The Living Dead";"0";;;;;;;;;;
"Survivor (2001)";"0";;;;;;;;;;
"Surviving Death Row";"0";;;;;;;;;;
"Survive";"0";;;;;;;;;;
"Survival Zombies";"0";;;;;;;;;;
"Survival Kingdom";"0";;;;;;;;;;
"Survival Island Adventures";"0";;;;;;;;;;
"Survival 2: Get Lucky";"0";;;;;;;;;;
"Surgeon Simulator 2013: Anniversary Edition Content";"0";;;;;;;;;;
"Surfasaurus";"0";;;;;;;;;;
"Surface: The Pantheon";"0";;;;;;;;;;
"Surface: Reel Life";"0";;;;;;;;;;
"Surface Tension";"0";;;;;;;;;;
"Surf's Up";"0";;;;;;;;;;
"Supreme Ruler 2020: Global Crisis";"0";;;;;;;;;;
"Supreme Ruler 2020";"0";;;;;;;;;;
"Supreme Ruler 2010";"0";;;;;;;;;;
"Supreme League of Patriots - Episode 1: A Patriot Is Born";"0";;;;;;;;;;
"Supreme";"0";;;;;;;;;;
"Supremacy: Four Paths to Power";"0";;;;;;;;;;
"Suppressed";"0";;;;;;;;;;
"Supple";"0";;;;;;;;;;
"SupiPara Story #01: Spring Has Come!";"1";"Supipara - Chapter 1 Spring Has Come!";;;;;;;;;
"Superstar Dance Club: #1 Hits!!!";"1";"Superstar Dance Club";;;;;;;;;
"Superstar Chefs";"0";;;;;;;;;;
"SuperPower 2";"0";;;;;;;;;;
"SuperPower";"0";;;;;;;;;;
"Supernova: Galactic Wars";"0";;;;;;;;;;
"Supernova 2: Spacewar";"0";;;;;;;;;;
"Supermarket Mania 2";"0";;;;;;;;;;
"Supermarket Mania";"0";;;;;;;;;;
"Supermarket Management";"0";;;;;;;;;;
"Superman Activity Center";"0";;;;;;;;;;
"SUPERHOT VR";"0";;;;;;;;;;
"Superfrog HD";"0";;;;;;;;;;
"SuperCross Kings";"0";;;;;;;;;;
"Supercow";"0";;;;;;;;;;
"Superchix '76";"0";;;;;;;;;;
"Supercar Street Challenge";"0";;;;;;;;;;
"Superbox: Unpossilbe";"0";;;;;;;;;;
"Superbike World Championship";"1";"MUD Motocross World Championship";;;;;;;;;
"Superbike World Champions";"0";;;;;;;;;;
"Superbike 2001";"1";"SuperBike TT";;;;;;;;;
"Superbike 2000";"1";"SuperBike TT";;;;;;;;;
"Super Ubie Land";"0";;;;;;;;;;
"Super Trench Attack";"2";"Super Trench Attack!";"Super Trench Attack 2";;;;;;;;
"Super Tower Rush";"0";;;;;;;;;;
"Super Toaster X: Learn Japanese RPG";"0";;;;;;;;;;
"Super Thunder Blade";"0";;;;;;;;;;
"Super Text Twist";"0";;;;;;;;;;
"Super Stunt Spectacular";"0";;;;;;;;;;
"Super Street Fighter IV: Arcade Edition";"0";;;;;;;;;;
"Super Stone Legacy";"0";;;;;;;;;;
"SUPER SQUARE CHAOS";"0";;;;;;;;;;
"Super Spring Ninja";"0";;;;;;;;;;
"Super Space Rubbish";"0";;;;;;;;;;
"Super Sorter";"0";;;;;;;;;;
"Super Smash Land";"0";;;;;;;;;;
"Super Slyder";"0";;;;;;;;;;
"Super Slam Ball";"0";;;;;;;;;;
"Super Ski Runner";"0";;;;;;;;;;
"Super Ricochet Arena";"1";"Super Treasure Arena";;;;;;;;;
"Super Puzzle Sisters";"0";;;;;;;;;;
"Super Office Stress";"0";;;;;;;;;;
"Super Ninja Hero VR";"0";;;;;;;;;;
"Super Monday Night Combat";"0";;;;;;;;;;
"Super Mixtape";"0";;;;;;;;;;
"Super Mah Jong";"1";"LUXOR: Mah Jong";;;;;;;;;
"Super Japanese Crossword";"0";;;;;;;;;;
"Super Impact";"1";"Super MNC";;;;;;;;;
"Super House of Dead Ninjas: True Ninja Pack";"0";;;;;;;;;;
"Super Hero Squad Asgard!";"0";;;;;;;;;;
"Super Grav";"0";;;;;;;;;;
"Super Granny 4";"0";;;;;;;;;;
"Super Granny 3";"0";;;;;;;;;;
"Super Granny";"0";;;;;;;;;;
"Super GameHouse Solitaire Vol. 3";"0";;;;;;;;;;
"Super GameHouse Solitaire Vol. 2";"0";;;;;;;;;;
"Super GameHouse Solitaire";"0";;;;;;;;;;
"Super Galaxy Squadron EX";"1";"Super Galaxy Squadron EX Turbo";;;;;;;;;
"Super Galaxy Squadron";"1";"Super Galaxy Squadron EX Turbo";;;;;;;;;
"Super Fighter";"0";;;;;;;;;;
"Super DX-Ball";"1";"Supraball";;;;;;;;;
"Super Cuber";"0";;;;;;;;;;
"Super Cube Smash";"0";;;;;;;;;;
"Super Crossfire";"0";;;;;;;;;;
"SUPER CRATE LIFTING";"0";;;;;;;;;;
"Super ComboMan";"0";;;;;;;;;;
"Super Combo Chaos!";"0";;;;;;;;;;
"Super Collapse! Puzzle Gallery 2";"0";;;;;;;;;;
"Super Collapse! Puzzle Gallery";"0";;;;;;;;;;
"Super Collapse II";"0";;;;;;;;;;
"Super Collapse II";"0";;;;;;;;;;
"Super Collapse 3";"0";;;;;;;;;;
"Super Cat Herding: Totally Awesome Edition";"0";;;;;;;;;;
"Super Car Toys";"0";;;;;;;;;;
"Super Bust-A-Move";"0";;;;;;;;;;
"Super Blackjack Battle II Turbo Edition: The Card Warriors";"0";;;;;;;;;;
"Supa Kila Monsta Hunta";"0";;;;;;;;;;
"Sunshine Acres";"0";;;;;;;;;;
"Sunset Rangers";"0";;;;;;;;;;
"Sunrise";"0";;;;;;;;;;
"Sunrider: Liberation Day";"0";;;;;;;;;;
"Sunrider: First Arrival";"0";;;;;;;;;;
"Sunless Sea - Zubmariner";"0";;;;;;;;;;
"SunAge";"0";;;;;;;;;;
"Sun Blast";"0";;;;;;;;;;
"Sumo Battle";"0";;;;;;;;;;
"Summer Times Afternoon";"0";;;;;;;;;;
"Summer Session";"0";;;;;;;;;;
"Summer Schoolgirls";"0";;;;;;;;;;
"Summer Athletics 2009";"0";;;;;;;;;;
"Sumer";"1";"Isomer";;;;;;;;;
"Sullen";"0";;;;;;;;;;
"Suika A.S.+";"0";;;;;;;;;;
"SUGURI: Perfect Edition";"0";;;;;;;;;;
"SugarMill";"0";;;;;;;;;;
"Sugar Cube";"0";;;;;;;;;;
"SuDoku Live";"0";;;;;;;;;;
"Sudoku Epic";"0";;;;;;;;;;
"Sudoku Ball Detective";"0";;;;;;;;;;
"SuDoku & KaKuro Collector's Edition";"1";"The Last Door - Collector's Edition";;;;;;;;;
"Sudden Strike: Resource War";"0";;;;;;;;;;
"Sudden Strike II";"1";"Sudden Strike 4";;;;;;;;;
"Sudden Strike Forever";"1";"Sudden Strike 4";;;;;;;;;
"Sudden Strike Anthology";"1";"Sudden Strike 4";;;;;;;;;
"Sudden Strike 3: Arms for Victory";"0";;;;;;;;;;
"Sudden Strike";"2";"Sudden Strike 4";"Ember Strike";;;;;;;;
"Sudden Attack";"0";;;;;;;;;;
"Success Story";"0";;;;;;;;;;
"Subway Scramble";"0";;;;;;;;;;
"SubSpace";"0";;;;;;;;;;
"Submarine Titans";"0";;;;;;;;;;
"Subliminal Realms: The Masterpiece (Collector's Edition)";"0";;;;;;;;;;
"SubLight";"1";"OreLight";;;;;;;;;
"Subject 9";"0";;;;;;;;;;
"Subdog underwater adventure";"0";;;;;;;;;;
"Sub Culture";"0";;;;;;;;;;
"Su-27 Flanker";"0";;;;;;;;;;
"Su-25: DCS Flaming Cliffs";"0";;;;;;;;;;
"Stupid Invaders";"0";;;;;;;;;;
"Stunt Rally";"0";;;;;;;;;;
"Stunt GP";"0";;;;;;;;;;
"Stubbs the Zombie in Rebel Without a Pulse";"0";;;;;;;;;;
"Stryateg";"0";;;;;;;;;;
"Stronghold: Crusader II - The Templar and The Duke";"0";;;;;;;;;;
"Stronghold: Crusader II - The Princess and The Pig";"0";;;;;;;;;;
"Stronghold: Crusader II - The Jackal and the Khan";"0";;;;;;;;;;
"Stronghold: Crusader II";"1";"Stronghold Crusader 2";;;;;;;;;
"Stronghold: Crusader Extreme";"1";"Stronghold Crusader 2";;;;;;;;;
"Stronghold: Crusader";"3";"Stronghold Crusader 2";"Stronghold 3 Gold";"Stronghold HD";;;;;;;
"Stronghold Warchest";"1";"Stronghold HD";;;;;;;;;
"Stronghold Legends";"2";"Stronghold 3 Gold";"Stronghold HD";;;;;;;;
"Stronghold 3: Gold Edition";"2";"Stronghold 3 Gold";"Stronghold Legends: Steam Edition";;;;;;;;
"Stronghold 3";"2";"Stronghold HD";"Stronghold 3 Gold";;;;;;;;
"Stronghold 2";"2";"Stronghold HD";"Stronghold 3 Gold";;;;;;;;
"Stronghold";"1";"Stronghold HD";;;;;;;;;
"Strong Bad's Cool Game for Attractive People Episode 5: 8-Bit Is Enough";"5";"Strong Bad's Cool Game for Attractive People: Episode 5";"Strong Bad's Cool Game for Attractive People: Episode 2";"Strong Bad's Cool Game for Attractive People: Episode 3";"Strong Bad's Cool Game for Attractive People: Episode 4";"Strong Bad's Cool Game for Attractive People: Season 1";;;;;
"Strong Bad's Cool Game for Attractive People Episode 4: Dangeresque 3: The Criminal Projective";"0";;;;;;;;;;
"Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands";"5";"Strong Bad's Cool Game for Attractive People: Episode 3";"Strong Bad's Cool Game for Attractive People: Episode 2";"Strong Bad's Cool Game for Attractive People: Episode 4";"Strong Bad's Cool Game for Attractive People: Episode 5";"Strong Bad's Cool Game for Attractive People: Season 1";;;;;
"Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free";"5";"Strong Bad's Cool Game for Attractive People: Episode 2";"Strong Bad's Cool Game for Attractive People: Episode 3";"Strong Bad's Cool Game for Attractive People: Episode 4";"Strong Bad's Cool Game for Attractive People: Episode 5";"Strong Bad's Cool Game for Attractive People: Season 1";;;;;
"Strong Bad's Cool Game for Attractive People Episode 1: Homestar Ruiner";"5";"Strong Bad's Cool Game for Attractive People: Episode 2";"Strong Bad's Cool Game for Attractive People: Episode 3";"Strong Bad's Cool Game for Attractive People: Episode 4";"Strong Bad's Cool Game for Attractive People: Episode 5";"Strong Bad's Cool Game for Attractive People: Season 1";;;;;
"Strong Bad's Cool Game for Attractive People";"5";"Strong Bad's Cool Game for Attractive People: Season 1";"Strong Bad's Cool Game for Attractive People: Episode 2";"Strong Bad's Cool Game for Attractive People: Episode 3";"Strong Bad's Cool Game for Attractive People: Episode 4";"Strong Bad's Cool Game for Attractive People: Episode 5";;;;;
"String Theory: The Music Puzzle Game";"0";;;;;;;;;;
"Strimko";"0";;;;;;;;;;
"Striker '96";"0";;;;;;;;;;
"Strike!";"1";"Strife®";;;;;;;;;
"Strike Suit Zero: Heroes of the Fleet";"1";"Strike Suit Zero: Director's Cut";;;;;;;;;
"Strike Squadron: Caracara";"1";"Strike Squadron: Caracará";;;;;;;;;
"Strike Force Commando";"0";;;;;;;;;;
"Strike Fighters: Project 1";"0";;;;;;;;;;
"Strike Ball 2";"0";;;;;;;;;;
"Strifeshadow";"0";;;;;;;;;;
"Strife: Trust no one";"0";;;;;;;;;;
"Strife";"1";"Strife®";;;;;;;;;
"Strider";"1";"Strife®";;;;;;;;;
"Stride Files: The Square Murder";"0";;;;;;;;;;
"Streets of SimCity";"0";;;;;;;;;;
"Streets of Rage 3";"0";;;;;;;;;;
"Streets of Rage 2";"0";;;;;;;;;;
"Streets of Rage";"0";;;;;;;;;;
"Streets of Moscow";"0";;;;;;;;;;
"StreetCraft";"0";;;;;;;;;;
"Street Tennis";"0";;;;;;;;;;
"Street Racer";"0";;;;;;;;;;
"Street of Sanctuary VR";"0";;;;;;;;;;
"Street Legal Racing: Redline";"1";"Street Legal Racing: Redline v2.3.1";;;;;;;;;
"Street Legal";"0";;;;;;;;;;
"Street Fighter X Mega Man";"0";;;;;;;;;;
"Street Fighter V: A Shadow Falls";"0";;;;;;;;;;
"Street Fighter IV";"2";"Street Fighter® IV";"Ultra Street Fighter® IV";;;;;;;;
"Street Fighter Alpha 2";"1";"Street Fighter® IV";;;;;;;;;
"Street Fighter Alpha";"1";"Street Fighter® IV";;;;;;;;;
"Streamline (2015)";"0";;;;;;;;;;
"Stray Souls: Stolen Memories";"0";;;;;;;;;;
"Strawberry Shortcake and Her Berry Best Friends";"0";;;;;;;;;;
"Stratosphere";"1";"Dragonsphere";;;;;;;;;
"Stratego: Single Player";"1";"The Ship: Single Player";;;;;;;;;
"Stratego";"0";;;;;;;;;;
"Strategic Command: European Theater";"0";;;;;;;;;;
"Strategic Command WWII Global Conflict";"0";;;;;;;;;;
"Strategic Command WW1: The Great War 1914-1918";"0";;;;;;;;;;
"Strategic Command 2: Weapons and Warfare";"0";;;;;;;;;;
"Strategic Command 2: Patton Drives East";"0";;;;;;;;;;
"Strategic Command 2 Blitzkrieg";"0";;;;;;;;;;
"Strategery 2012, Final Showdown";"0";;;;;;;;;;
"Stranglehold";"0";;;;;;;;;;
"Strangers";"2";"Star Rangers™";"Vangers";;;;;;;;
"Stranger";"2";"ASTRONEER";"Star Rangers™";;;;;;;;
"Strange Space";"0";;;;;;;;;;
"Strange Masks";"0";;;;;;;;;;
"Strange Loves: Vampire Boyfriends";"0";;;;;;;;;;
"Strange Cases: The Tarot Card Mystery";"0";;;;;;;;;;
"Strange Adventures in Infinite Space";"0";;;;;;;;;;
"Story of Sealed Steel";"0";;;;;;;;;;
"Stormworm+";"0";;;;;;;;;;
"Stormthrone";"0";;;;;;;;;;
"Stormrise";"0";;;;;;;;;;
"STORM:Neverending night - Foreword";"0";;;;;;;;;;
"Storm: Frontline Nation";"0";;;;;;;;;;
"Storm Riders Online";"0";;;;;;;;;;
"Storm of War: Battle of Britain";"0";;;;;;;;;;
"Stories of Bethem";"0";;;;;;;;;;
"Storage Inc 2";"0";;;;;;;;;;
"Stoorm";"0";;;;;;;;;;
"Stonewick Manor";"0";;;;;;;;;;
"STONEBOND: The Gargoyle's Domain";"0";;;;;;;;;;
"Stone Jong";"0";;;;;;;;;;
"Stolen Steel VR";"0";;;;;;;;;;
"Stolen";"0";;;;;;;;;;
"Stoked Rider - Alaska Alien";"0";;;;;;;;;;
"Stoked Rider";"0";;;;;;;;;;
"Stocking Full of Games: Red";"0";;;;;;;;;;
"Stocking Full of Games: Green";"0";;;;;;;;;;
"Stingray";"0";;;;;;;;;;
"Still Not Dead";"0";;;;;;;;;;
"Stick RPG 2";"0";;;;;;;;;;
"SteroidS";"0";;;;;;;;;;
"SteriodS";"0";;;;;;;;;;
"Stephen King's F13";"0";;;;;;;;;;
"Stellaris: Leviathans Story Pack";"0";;;;;;;;;;
"Stellar Interface";"0";;;;;;;;;;
"Stellar Impact - Support Ship";"0";;;;;;;;;;
"Stellar Impact - Science Vessel";"0";;;;;;;;;;
"Stellar Impact - Carrier Ship";"0";;;;;;;;;;
"Stellar Impact - Artillery Ship";"0";;;;;;;;;;
"Stellar Forces";"0";;;;;;;;;;
"Stellaluna";"0";;;;;;;;;;
"Steer Madness";"1";"Iron Madness";;;;;;;;;
"Steel Storm: Forgotten Prison";"0";;;;;;;;;;
"Steel Storm: Episode 1";"3";"Steel & Steam: Episode 1";"Hector: Episode 1";"Hector: Episode 2";;;;;;;
"Steel Storm A.M.M.O.";"0";;;;;;;;;;
"Steel Soldiers";"1";"Z Steel Soldiers";;;;;;;;;
"Steel Panthers III: Brigade Command 1939-1999";"0";;;;;;;;;;
"Steel Panthers II: Modern Battles";"0";;;;;;;;;;
"Steel Legions";"0";;;;;;;;;;
"Steel Beasts: Professional Personal Edition";"0";;;;;;;;;;
"Steel Beasts";"0";;;;;;;;;;
"Steel & Steam";"0";;;;;;;;;;
"SteamHammerVR";"0";;;;;;;;;;
"Steam Spring";"0";;;;;;;;;;
"Steam";"0";;;;;;;;;;
"Stealth Bastard";"0";;;;;;;;;;
"STCC: The Game";"1";"D: The Game";;;;;;;;;
"STCC The Game 2";"0";;;;;;;;;;
"Staying Still";"0";;;;;;;;;;
"Stay With Us";"0";;;;;;;;;;
"Stay Dead";"0";;;;;;;;;;
"StaudSoft's Synthetic World";"1";"StaudSoft's Synthetic World Beta";;;;;;;;;
"Station Eris";"0";;;;;;;;;;
"Station Access Collection";"2";"Mahjong Quest Collection";"Mahjong Quest Collection";;;;;;;;
"State of War: Warmonger";"0";;;;;;;;;;
"State of Emergency";"0";;;;;;;;;;
"State of Decay: Year One Survival Edition";"0";;;;;;;;;;
"State of Decay: Lifeline";"1";"State of Decay: YOSE";;;;;;;;;
"State of Decay: Breakdown";"1";"State of Decay: YOSE";;;;;;;;;
"Starwhal: Just the Tip";"0";;;;;;;;;;
"Starvoid";"1";"StarsOne";;;;;;;;;
"Starters Orders 6";"0";;;;;;;;;;
"Starters Orders";"0";;;;;;;;;;
"StartBolita - Simplemente un rompecabezas";"0";;;;;;;;;;
"STARTAG";"2";"StarMade";"STARWHAL";;;;;;;;
"Start-Up 2000";"0";;;;;;;;;;
"Starsss - The Star-Chasing Roguelite Platformer";"0";;;;;;;;;;
"Starsky & Hutch";"0";;;;;;;;;;
"Starsiege Tribes";"0";;;;;;;;;;
"Starsiege";"2";"Starscape";"StarsOne";;;;;;;;
"Starships Unlimited: Divided Galaxies";"0";;;;;;;;;;
"Starships Unlimited v3";"0";;;;;;;;;;
"Starship: Nova Strike";"0";;;;;;;;;;
"Starship Troopers: Terran Ascendancy";"0";;;;;;;;;;
"Starship Troopers";"0";;;;;;;;;;
"Starship Survivor";"0";;;;;;;;;;
"Starship Disco";"0";;;;;;;;;;
"StarShift: The Zaran Legacy";"0";;;;;;;;;;
"Starshatter: The Gathering Storm";"0";;;;;;;;;;
"Starshatter";"1";"Starscape";;;;;;;;;
"Stars!";"1";"StarsOne";;;;;;;;;
"Stars Wagon";"0";;;;;;;;;;
"Stars Simulation";"2";"MicroRC Simulation";"Train Simulator";;;;;;;;
"Stars";"1";"StarsOne";;;;;;;;;
"Starry Nights Helix";"0";;;;;;;;;;
"Starry";"0";;;;;;;;;;
"Starpoint Gemini: Timebreach";"1";"Starpoint Gemini Warlords";;;;;;;;;
"Starlite: Astronaut Rescue";"0";;;;;;;;;;
"Starlite Astronaut Academy: G-Ball";"0";;;;;;;;;;
"Starlite";"2";"StarMade";"StarsOne";;;;;;;;
"Starlink";"1";"StarsOne";;;;;;;;;
"Starlight Tactics";"2";"Starlight Tactics™";"Starlight Inception™";;;;;;;;
"Starlight Inception";"2";"Starlight Inception™";"Starlight Tactics™";;;;;;;;
"Starless: Nymphomaniac's Paradise";"0";;;;;;;;;;
"StarLeader";"1";"StarMade";;;;;;;;;
"StarLancer";"1";"Star Rangers™";;;;;;;;;
"Stargate Resistance";"0";;;;;;;;;;
"Stargate Online Trading Card Game: System Lords";"0";;;;;;;;;;
"Stargate Online Trading Card Game: Rise of the Ori";"0";;;;;;;;;;
"Stargate Online Trading Card Game";"0";;;;;;;;;;
"StarForge";"1";"StarsOne";;;;;;;;;
"Starfleet Command Volume II: Empires at War";"0";;;;;;;;;;
"Starfighter Arduxim";"0";;;;;;;;;;
"StarFence";"1";"StarsOne";;;;;;;;;
"Starfare";"3";"StarMade";"Starscape";"StarsOne";;;;;;;
"Stardust Galaxy Warriors";"1";"Stardust Galaxy Warriors: Stellar Climax";;;;;;;;;
"StarDrone";"2";"StarsOne";"Shadron";;;;;;;;
"Stardom: Your Quest for Fame";"0";;;;;;;;;;
"Starcraft: Brood War";"0";;;;;;;;;;
"Starcraft II: Wings of Liberty";"0";;;;;;;;;;
"StarCraft II: Nova Covert Ops - Mission Pack 3";"0";;;;;;;;;;
"StarCraft II: Nova Covert Ops - Mission Pack 2";"0";;;;;;;;;;
"StarCraft II: Nova Covert Ops - Mission Pack 1";"0";;;;;;;;;;
"Starcraft II: Legacy of the Void";"0";;;;;;;;;;
"Starcraft II: Heart of the Swarm";"0";;;;;;;;;;
"Starcraft II: Battle Chest";"0";;;;;;;;;;
"Starcraft";"0";;;;;;;;;;
"Star-Twine";"1";"StarsOne";;;;;;;;;
"Star Wars: Yoda Stories";"0";;;;;;;;;;
"Star Wars: X-Wing vs. TIE Fighter";"0";;;;;;;;;;
"Star Wars: X-Wing Trilogy";"1";"STAR WARS™ - X-Wing Alliance™";;;;;;;;;
"Star Wars: X-Wing Alliance";"1";"STAR WARS™ - X-Wing Alliance™";;;;;;;;;
"Star Wars: Trials on Tatooine";"1";"Trials on Tatooine";;;;;;;;;
"Star Wars: The Old Republic - Rise of the Rakghouls";"0";;;;;;;;;;
"Star Wars: The Old Republic - Rise of the Hutt Cartel";"0";;;;;;;;;;
"Star Wars: The Old Republic - Knights of the Fallen Empire";"0";;;;;;;;;;
